License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
January 31 2019,S138835,Ollie,Dog,"Chihuahua, Long Coat",,98144
January 31 2019,S126096,Blue,Dog,"Retriever, Labrador",,98136
January 31 2019,23713,Firecracker,Dog,"Terrier, Russell",,98199
January 31 2019,S127410,Moss,Dog,"Poodle, Miniature",Mix,98121
January 31 2019,954573,Spotty,Dog,"Retriever, Labrador",,98112
January 31 2019,S148279,Joaquin,Dog,Siberian Husky,,98116
January 31 2019,8005230,Jessup,Dog,"Terrier, Jack Russell",,98117
January 31 2019,S152412,Jack,Dog,Pomeranian,"Poodle, Miniature",98104
January 31 2019,S152416,Poncho,Dog,"Chihuahua, Short Coat","Terrier, Rat",98106
January 31 2019,S152418,Charlie,Dog,Brittany,,98133
January 31 2019,24103,Casey,Dog,"Poodle, Miniature",,98112
January 31 2019,S152420,Russ,Dog,"Poodle, Miniature","Retriever, Labrador",98102
January 31 2019,8005231,Halpurt,Dog,Border Collie,"Retriever, Labrador",98109
January 31 2019,S126937,Max,Dog,Papillon,,98199
January 31 2019,S127569,Baker,Dog,"Schnauzer, Miniature",,98199
January 31 2019,8005233,Wyatt Seamans,Dog,Boxer,Mix,98122
January 31 2019,S117808,Asimov,Dog,"Dachshund, Standard Smooth Haired","Chihuahua, Long Coat",98125
January 31 2019,S125899,Muddy,Dog,"Retriever, Golden","Poodle, Miniature",98108
January 31 2019,S110344,Gambit,Dog,Schipperke,,98109
February 01 2019,27988,Tobie,Dog,"Retriever, Labrador",,98146
February 01 2019,725473,Samari,Dog,Japanese Chin,,
February 01 2019,27864,Baron,Dog,Bichon Frise,"Poodle, Miniature",98125
February 01 2019,25777,Phoenix,Dog,Australian Shepherd,,98122
February 01 2019,S126101,Ulysses,Dog,"Retriever, Golden",,98121
February 01 2019,S101172,Koji,Dog,Beagle,,98118
February 01 2019,26606,Harley,Dog,"Spaniel, American Cocker",,98136
February 01 2019,23639,Sol,Dog,"Terrier, Jack Russell",,98199
February 01 2019,25584,Bernie,Dog,Saint Bernard,,98115
February 01 2019,S150326,Barry,Dog,Hound,Mix,98109
February 01 2019,S127132,Pip,Dog,"Terrier, Border",,98112
February 01 2019,8005242,Baxter,Dog,Basset Hound,Beagle,98121
February 01 2019,S150327,Jack,Dog,"Retriever, Labrador",Mix,98199
February 01 2019,S150328,Chipper,Dog,Australian Shepherd,Mix,98121
February 01 2019,S150329,Lazlo,Dog,"Retriever, Labrador","Poodle, Standard",98126
February 01 2019,S101772,BJ,Dog,"Terrier, Boston",Mix,98117
February 01 2019,S127646,Pilot,Dog,"Retriever, Labrador",,98144
February 01 2019,S148280,Chico,Dog,"Chihuahua, Long Coat",Mix,98199
February 01 2019,26826,Dundee,Dog,"Terrier, Airedale",,98199
February 01 2019,25835,Porter,Dog,Pug,"Chihuahua, Short Coat",98199
February 01 2019,27587,Odin,Dog,"Terrier, American Pit Bull",,98136
February 01 2019,8005246,Poloka,Dog,Australian Shepherd,Mix,98146
February 02 2019,24650,Arthur,Dog,"Terrier, West Highland White",,98117
February 02 2019,20666,Henry,Dog,Bichon Frise,Havanese,98031
February 02 2019,8005252,Coby,Dog,Papillon,,98178
February 02 2019,S125757,Jordan Joshua,Dog,"Terrier, American Pit Bull",,98133
February 02 2019,S140208,Erie,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)","Mixed Breed, Medium (up to 44 lbs fully grown)",98112
February 02 2019,S126720,Sandro,Dog,Pug,,98144
February 02 2019,25570,Brinkley,Dog,Papillon,,98115
February 02 2019,8005256,Huntington,Dog,"Poodle, Standard",,98126
February 02 2019,8005257,Ozzy,Dog,"Chihuahua, Short Coat",Terrier,98105
February 02 2019,8005259,Maverick,Dog,German Shepherd,,98119
February 02 2019,28677,Charlie,Dog,"Chihuahua, Short Coat",Terrier,98103
February 02 2019,S146141,Roscoe,Dog,"Terrier, Jack Russell",,98133
February 02 2019,S121619,Emil,Dog,Mix,"Schnauzer, Miniature",98109
February 02 2019,8005263,Mo,Dog,"Vizsla, Smooth Haired",,98117
February 02 2019,8005264,Riley,Dog,"Dachshund, Standard Smooth Haired","Chihuahua, Short Coat",98103
February 02 2019,S150334,Kalib,Dog,Australian Cattle Dog,,98117
February 02 2019,S135859,Kairo,Dog,Terrier,,98106
February 02 2019,S108251,Arlo,Dog,Retriever,Mix,98119
February 02 2019,S110356,Buckaroo Banzai,Dog,Australian Shepherd,Australian Cattle Dog,98199
February 02 2019,S117537,Jake,Dog,"Retriever, Labrador",,98102
February 02 2019,S117536,Henry Verkerk,Dog,"Retriever, Labrador",,98102
February 02 2019,8005267,Baelor,Dog,Australian Cattle Dog,Mix,98117
February 02 2019,S142838,Medford,Dog,"Retriever, Golden",,98112
February 02 2019,8005269,Ranger,Dog,"Retriever, Golden",,98136
February 02 2019,8005270,Kember,Dog,"Terrier, Cairn",,98125
February 02 2019,8005272,Kampai,Dog,German Shepherd,Chow Chow,98112
February 03 2019,20180,Pablo,Dog,"Terrier, Boston",,98125
February 03 2019,S126826,Shiloh,Dog,"Terrier, American Staffordshire","Retriever, Labrador",98116
February 03 2019,S139713,Shaggy,Dog,Bouvier des Flandres,Bernese Mountain Dog,98117
February 03 2019,24863,Bear,Dog,"Terrier, Tibetan","Schnauzer, Standard",98103
February 03 2019,8005273,Kona,Dog,Retriever,"Poodle, Standard",98105
February 03 2019,8005275,Taz,Dog,Terrier,Mix,98168
February 03 2019,S126708,Bentley,Dog,"Spaniel, English Springer","Poodle, Standard",98101
February 03 2019,29760,Cody,Dog,"Retriever, Nova Scotia Duck Tolling",,98177
February 03 2019,25132,Bruno,Dog,"Bulldog, English",Mastiff,98115
February 03 2019,S127929,Bingo,Dog,Maltese,"Poodle, Miniature",98122
February 03 2019,25701,Jackson,Dog,"Retriever, Golden",,98122
February 03 2019,S139219,Ryder,Dog,Shiba Inu,,98122
February 03 2019,8005277,Diego,Dog,Korean Jindo,Mix,98119
February 03 2019,S126721,Rufus,Dog,German Shepherd,Retriever,98103
February 03 2019,S139096,Buddy,Dog,"Chihuahua, Short Coat",,98104
February 03 2019,S139501,Roscoe,Dog,Catahoula Leopard dog,,98104
February 03 2019,8005281,Ace,Dog,Retriever,Mix,98101
February 03 2019,8005282,Jellybean,Dog,"Chihuahua, Short Coat",Mix,98118
February 03 2019,26529,Colchuck,Dog,Chinook,Australian Cattle Dog,98133
February 03 2019,S125454,Fluffy-B,Dog,Maltese,"Terrier, Yorkshire",98199
February 03 2019,8005285,Tamas,Dog,"Terrier, Scottish",,98119
February 03 2019,S125547,Bear,Dog,"Poodle, Miniature",Maltese,98199
February 03 2019,24123,Simon,Dog,"Retriever, Labrador",Pug,98107
February 03 2019,8005291,Wallace Lennon Bach,Dog,Pointer,Mix,98103
February 03 2019,8005292,Brinkley,Dog,Rhodesian Ridgeback,,98115
February 04 2019,25719,Davey,Dog,Shih Tzu,Lhasa Apso,98108
February 04 2019,8005300,Hugo,Dog,Pomeranian,,98101
February 04 2019,8005301,Lupin,Dog,Shiba Inu,,98144
February 04 2019,S124256,Hiro,Dog,Shiba Inu,,98126
February 04 2019,8005302,Dougie,Dog,Rottweiler,Chinese Shar-Pei,98103
February 04 2019,24323,Archer,Dog,"Retriever, Labrador","Poodle, Miniature",98112
February 04 2019,S127565,Boston,Dog,"Retriever, Labrador","Poodle, Standard",98199
February 04 2019,25600,Lobo,Dog,Havanese,,98126
February 04 2019,443239,Dobby,Dog,"Dachshund, Miniature Smooth Haired","Chihuahua, Short Coat",98107
February 04 2019,8005305,Verdot,Dog,"Retriever, Golden",Retriever,98133
February 04 2019,S143660,Moose,Dog,"Retriever, Labrador",,98144
February 04 2019,8005307,Henry,Dog,Shiba Inu,Basenji,98115
February 04 2019,8005308,Enzo,Dog,"Retriever, Labrador",,98126
February 04 2019,8005309,Max,Dog,"Retriever, Labrador",Mix,98107
February 04 2019,28065,Joey,Dog,Spaniel,Mix,98103
February 05 2019,8005311,Tanner,Dog,Terrier,Mix,98133
February 05 2019,S129500,Rusty,Dog,"Retriever, Labrador",,98115
February 05 2019,8005312,Wilbur,Dog,"Dachshund, Miniature Smooth Haired",Mix,98102
February 05 2019,27762,Austin,Dog,Xoloitzcuintli,,98117
February 05 2019,962241,Blue,Dog,"Spaniel, Cavalier King Charles",,98107
February 05 2019,S125072,Rocky Apollo,Dog,Maltese,Chinese Crested,98199
February 05 2019,8005322,Doug Fir,Dog,"Retriever, Labrador",,98105
February 05 2019,82367,Keller,Dog,"Dachshund, Standard Smooth Haired",,98199
February 05 2019,29871,Pancho Toast,Dog,Spaniel,"Retriever, Labrador",98117
February 05 2019,356629,Cowboy,Dog,"Retriever, Golden","Poodle, Standard",98103
February 05 2019,8005326,Pepper,Dog,Pomeranian,Shepherd,98199
February 05 2019,8005331,Atlas,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98119
February 05 2019,8005332,Nigel,Dog,"Spaniel, Cavalier King Charles",,98106
February 05 2019,23601,Fritz,Dog,"Pointer, German Shorthaired",,98126
February 05 2019,S152422,Terry,Dog,Shih Tzu,Maltese,98112
February 05 2019,27255,Rudy,Dog,"Terrier, Manchester",,98115
February 05 2019,S152424,Moose,Dog,"Terrier, American Pit Bull",Mix,98199
February 05 2019,S152426,Chef,Dog,American Blue Heeler,Mix,98134
February 05 2019,24316,Mac,Dog,"Collie, Rough",,98133
February 05 2019,29828,Tut,Dog,Shepherd,Mix,98105
February 05 2019,26732,Joshua,Dog,German Shepherd,,98126
February 05 2019,S140221,Kendo,Dog,German Shepherd,Boxer,98133
February 05 2019,80537,Farmer,Dog,Pomeranian,,98199
February 05 2019,8005337,Roman,Dog,"Retriever, Labrador",,98115
February 05 2019,8005339,Murphy,Dog,"Schnauzer, Miniature","Poodle, Miniature",98115
February 05 2019,79646,Jack,Dog,"Spaniel, Tibetan","Welsh Corgi, Cardigan",98119
February 05 2019,8005340,Shadow,Dog,Border Collie,"Retriever, Golden",98119
February 06 2019,75576,Rocky,Dog,Pug,,98146
February 06 2019,S147492,King,Dog,"Chihuahua, Short Coat",Mix,98102
February 06 2019,8005343,Jack,Dog,"Poodle, Toy",Maltese,98116
February 06 2019,8005344,Radar,Dog,"Terrier, Manchester",,98109
February 06 2019,83717,Jasper,Dog,"Retriever, Labrador",,98133
February 06 2019,8005345,Berlly,Dog,Bernese Mountain Dog,Mix,98112
February 06 2019,S140085,Cooper,Dog,"Retriever, Labrador",,98119
February 06 2019,79413,Oki,Dog,Terrier,"Chihuahua, Short Coat",98107
February 06 2019,8005346,Sven,Dog,Norwegian Elkhound,,98112
February 06 2019,8005347,Raffi,Dog,"Griffon, Wirehaired Pointing",,98116
February 06 2019,80345,Smokey,Dog,"Terrier, Yorkshire",Pomeranian,98115
February 06 2019,S109217,Jake or Jacoby,Dog,Border Collie,,98133
February 06 2019,8005349,Gunnar,Dog,"Pointer, German Shorthaired",,98136
February 06 2019,S141153,Owen,Dog,"Welsh Corgi, Pembroke",,98115
February 06 2019,80316,Edgar,Dog,Newfoundland,,98199
February 06 2019,S151266,Ben Jovi,Dog,"Retriever, Golden",,98107
February 06 2019,78685,Waffles,Dog,"Retriever, Golden",,98136
February 06 2019,8005355,Romeo,Dog,"Poodle, Standard",,98126
February 06 2019,S151268,Scamp,Dog,Havanese,Mix,98136
February 06 2019,79770,Rocky,Dog,"Terrier, Soft Coated Wheaten",,98116
February 06 2019,S125942,Willie,Dog,"Retriever, Golden","Poodle, Standard",98117
February 06 2019,78034,Oliver,Dog,"Poodle, Miniature",,98115
February 06 2019,8005359,Chuy,Dog,Spaniel,Mix,98103
February 06 2019,84101,Enzo,Dog,"Poodle, Standard",,98116
February 06 2019,8005361,Dolan,Dog,Doberman Pinscher,,98177
February 06 2019,S151270,Wrigley,Dog,German Shepherd,Mix,98105
February 06 2019,82363,Night Hawk,Dog,Afghan Hound,,98136
February 06 2019,8005363,Quartz,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98115
February 06 2019,8005364,Rollie,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98115
February 06 2019,903835,Django,Dog,Terrier,Mix,98109
February 06 2019,81303,Buster,Dog,Boxer,Spaniel,98103
February 06 2019,86034,Jack,Dog,"Collie, Smooth",,98117
February 06 2019,S110536,Brinkly,Dog,"Schnauzer, Miniature",Shih Tzu,98106
February 06 2019,S151271,Honey,Dog,Havanese,Mix,98116
February 06 2019,S137383,Charlie,Dog,Havanese,,98136
February 06 2019,S120383,Edgar,Dog,"Retriever, Golden",,98103
February 06 2019,8005365,George,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98117
February 06 2019,8005367,Jet Roy,Dog,Pointer,,98177
February 06 2019,S120446,Milo,Dog,Pomeranian,Papillon,98199
February 06 2019,30212,Miyagi,Dog,Shih Tzu,,98118
February 06 2019,79188,Aldwyn,Dog,"Terrier, Boston",,98136
February 06 2019,83660,Disco,Dog,"Welsh Corgi, Pembroke",,98103
February 06 2019,S141030,Sushi,Dog,Shih Tzu,"Terrier, Fox, Wire",98109
February 06 2019,84340,Quinnton,Dog,"Spaniel, Cavalier King Charles",,98117
February 06 2019,S140564,Swayze,Dog,Mix,,98122
February 06 2019,8005374,Murray,Dog,"Spaniel, English Springer",,98115
February 06 2019,S140545,Murphy,Dog,"Poodle, Miniature",Mix,98112
February 06 2019,84455,Tobi,Dog,"Retriever, Golden","Poodle, Standard",98115
February 07 2019,83752,Dragon,Dog,"Poodle, Standard",,98115
February 07 2019,82708,Henry,Dog,"Bulldog, English",,98121
February 07 2019,79679,Lakkhi,Dog,"Terrier, Tibetan",,98125
February 07 2019,S127741,Austin,Dog,"Retriever, Labrador",,98103
February 07 2019,83062,Benny,Dog,Pekingese,Mix,98116
February 07 2019,S140761,Bear,Dog,Shepherd,Keeshond,98144
February 07 2019,S126833,Tuck,Dog,"Retriever, Labrador",,98102
February 07 2019,82751,Tiki,Dog,Terrier,,98106
February 07 2019,79801,Blue,Dog,"Retriever, Labrador",Mix,98117
February 07 2019,8005376,Shorty,Dog,Terrier,"Dachshund, Miniature Long Haired",98106
February 07 2019,8005377,Casper,Dog,Australian Shepherd,"Retriever, Golden",98168
February 07 2019,83119,Otto Bon,Dog,"Schnauzer, Miniature",,98103
February 07 2019,8005378,Enzo,Dog,Portuguese Water Dog,,98117
February 07 2019,S140463,Ollie,Dog,"Chihuahua, Short Coat","Dachshund, Miniature Smooth Haired",98103
February 07 2019,74926,Schmoozer,Dog,"Retriever, Labrador","Poodle, Miniature",98112
February 07 2019,74853,Hugo,Dog,"Poodle, Standard",,98103
February 07 2019,S101778,Moose,Dog,"Terrier, Rat",,98117
February 07 2019,8005380,Odin,Dog,German Shepherd,Siberian Husky,98108
February 07 2019,S126774,Phinney,Dog,"Collie, Rough",,98117
February 07 2019,83672,Bode,Dog,"Retriever, Labrador","Poodle, Standard",98117
February 07 2019,82388,Georgie,Dog,"Dachshund, Standard Long Haired",Mix,98103
February 07 2019,80636,Shaggy,Dog,"Spaniel, English Cocker","Poodle, Miniature",98105
February 07 2019,8005381,Tommy,Dog,Shepherd,Alaskan Malamute,98116
February 07 2019,80749,Quentin,Dog,Papillon,,98119
February 07 2019,76226,Riley,Dog,Australian Cattle Dog,,98103
February 07 2019,80543,Buckley,Dog,"Retriever, Labrador",,98102
February 07 2019,S148285,Oscar,Dog,Terrier,Mix,98102
February 07 2019,S146142,Petey,Dog,"Terrier, American Pit Bull",Mix,98104
February 07 2019,8005384,Bento,Dog,"Chihuahua, Long Coat","Dachshund, Standard Long Haired",98144
February 07 2019,8005385,Bogart,Dog,Australian Cattle Dog,Mix,98117
February 07 2019,S101660,Paddington,Dog,"Retriever, Labrador","Poodle, Miniature",98105
February 07 2019,S107346,Bocca,Dog,"Spaniel, American Cocker","Poodle, Miniature",98107
February 07 2019,8005392,Henry,Dog,Australian Cattle Dog,"Retriever, Labrador",98103
February 07 2019,S152438,Charles,Dog,"Poodle, Miniature",Shih Tzu,98107
February 07 2019,S101111,Chewbacca,Dog,"Retriever, Golden",,98144
February 07 2019,S152441,Stanley,Dog,Newfoundland,,98106
February 07 2019,S140512,Leo,Dog,Mix,,98125
February 07 2019,S128234,Olly,Dog,"Retriever, Golden","Poodle, Miniature",98108
February 07 2019,8005397,Chili,Dog,"Poodle, Standard",,98112
February 08 2019,S101610,Buddy,Dog,"Poodle, Miniature","Chihuahua, Short Coat",98104
February 08 2019,S141385,Shogun,Dog,Bullmastiff,,98122
February 08 2019,70966,Buddy,Dog,Terrier,,98144
February 08 2019,86081,Riggins,Dog,"Retriever, Labrador","Poodle, Standard",98105
February 08 2019,82245,Felix,Dog,"Poodle, Standard",,98118
February 08 2019,S111789,Rocky,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98118
February 08 2019,8005402,Bogey,Dog,"Retriever, Labrador",,98136
February 08 2019,8005403,Omolu,Dog,"Terrier, American Pit Bull",Mix,98125
February 08 2019,S139415,Remus,Dog,German Shepherd,,98105
February 08 2019,83842,Jack,Dog,"Retriever, Labrador",,98199
February 08 2019,S127831,Starfox,Dog,"Welsh Corgi, Cardigan",Pomeranian,98122
February 08 2019,85545,Louis,Dog,"Chihuahua, Short Coat",Pug,98177
February 08 2019,82648,Rooney,Dog,"Retriever, Labrador",,98115
February 08 2019,S139932,Junior,Dog,"Bulldog, French","Bulldog, English",98122
February 08 2019,S127860,Murray,Dog,Greyhound,,98107
February 08 2019,S111233,Munster Shepherd,Dog,"Bulldog, French","Terrier, Boston",98133
February 08 2019,S148287,Gohan,Dog,Maltese,Mix,98125
February 08 2019,8005406,Alfyn,Dog,"Terrier, Soft Coated Wheaten",Mix,98103
February 08 2019,85436,Odin,Dog,Xoloitzcuintli,,98133
February 08 2019,S119786,Buddy,Dog,"Dachshund, Standard Smooth Haired",Mix,98125
February 08 2019,8005407,Moksha,Dog,Tibetan Mastiff,,98122
February 08 2019,S127243,Max,Dog,"Schnauzer, Standard",Mix,98117
February 08 2019,8005409,TY,Dog,"Bulldog, English","Bulldog, English",98109
February 08 2019,8005412,Theo,Dog,Xoloitzcuintli,,98199
February 08 2019,S140503,Maximilian,Dog,"Bulldog, French",,98122
February 08 2019,82746,Fletcher,Dog,"Terrier, Rat",,98125
February 08 2019,8005414,Nate,Dog,Mix,Icelandic Sheepdog,98125
February 08 2019,S148289,Toby,Dog,"Retriever, Labrador","Terrier, American Staffordshire",98133
February 08 2019,8005418,Ollie,Dog,Terrier,"Mixed Breed, Small (under 24 lbs fully grown)",98117
February 08 2019,8005419,Charlie Murphy Bell,Dog,"Bulldog, American","Mixed Breed, Large (over 44 lbs fully grown)",98146
February 08 2019,S112451,Narko,Dog,"Terrier, Rat",Mix,98115
February 08 2019,8005420,Milo,Dog,Australian Shepherd,Australian Shepherd,98116
February 08 2019,82642,Yo Yo Hsu,Dog,"Poodle, Miniature",,98105
February 08 2019,84441,Patton,Dog,Chinese Shar-Pei,"Retriever, Labrador",98107
February 09 2019,8005424,Egon,Dog,"Deerhound, Scottish",,98117
February 09 2019,8005425,Kobe,Dog,"Australian Shepherd, Miniature",,98168
February 09 2019,S126746,Bruno,Dog,"Schnauzer, Miniature",,98168
February 09 2019,81333,Banks,Dog,"Retriever, Labrador",,98112
February 09 2019,S120328,Milo,Dog,Australian Shepherd,"Poodle, Standard",98109
February 09 2019,S137600,Jones,Dog,"Retriever, Labrador",Mix,98106
February 09 2019,S127948,Loki,Dog,"Terrier, Boston",,98117
February 09 2019,81315,Mister G,Dog,"Terrier, West Highland White",,98146
February 09 2019,82279,Bishop,Dog,Australian Cattle Dog,,98126
February 09 2019,79346,Memphis,Dog,Brittany,,
February 09 2019,82446,Teddy,Dog,"Spaniel, English Cocker",,98119
February 09 2019,S118003,Ash,Dog,"Schnauzer, Miniature",Mix,98136
February 09 2019,S126278,Peanut,Dog,Basset Hound,"Welsh Corgi, Cardigan",98144
February 09 2019,S151273,Booty,Dog,"Retriever, Labrador","Poodle, Standard",98121
February 09 2019,S112403,Gibs'n,Dog,"Spaniel, Irish Water",,98126
February 09 2019,22754,Doctor Seuss,Dog,"Retriever, Labrador",,98112
February 09 2019,S151276,Gunner,Dog,"Terrier, Boston",Mix,98116
February 09 2019,S151275,Brodie,Dog,"Terrier, Boston",Mix,98116
February 09 2019,S127822,Buddy,Dog,"Poodle, Standard","Retriever, Curly Coated",98122-4896
February 09 2019,8005433,Cozmo,Dog,"Schnauzer, Miniature","Poodle, Miniature",98105
February 09 2019,86152,Klaus,Dog,"Retriever, Golden",Mix,98107
February 09 2019,S128110,Bugs,Dog,"Spaniel, American Cocker",,98125
February 09 2019,28082,Buddy,Dog,Miniature Pinscher,"Dachshund, Standard Smooth Haired",98105
February 09 2019,S127341,Fitz,Dog,Retriever,"Poodle, Toy",98119
February 09 2019,S127594,Jax,Dog,"Retriever, Labrador",,98126
February 09 2019,956414,Dobby,Dog,"Spaniel, American Cocker",,98115
February 09 2019,26768,Dizzy,Dog,Beagle,,98146
February 09 2019,81558,Caster,Dog,Italian Greyhound,"Chihuahua, Short Coat",98106
February 09 2019,8005437,Leon,Dog,"Chihuahua, Short Coat","Dachshund, Miniature Smooth Haired",98117
February 09 2019,8005439,Kipling,Dog,"Pointer, German Shorthaired",,98102
February 09 2019,S127220,Ziggy,Dog,Pug,,98199
February 09 2019,S142390,Custard,Dog,"Retriever, Labrador",Mix,98118
February 09 2019,8005441,Zeke,Dog,Australian Shepherd,,98101
February 10 2019,84100,Davis,Dog,Australian Kelpie,Australian Shepherd,98117
February 10 2019,S127931,Gibson,Dog,"Australian Shepherd, Miniature",,98199
February 10 2019,S128020,Cruz,Dog,Mix,,98103
February 10 2019,S126018,Jake,Dog,Shepherd,Mix,98144
February 10 2019,S120472,Bowie Nunn,Dog,"Retriever, Golden",,98122
February 10 2019,82757,Jack,Dog,"Terrier, Jack Russell",,98126
February 10 2019,8005443,Schaefer,Dog,Shepherd,Mix,98117
February 10 2019,82678,Reuben,Dog,Terrier,,98118
February 10 2019,S140321,Wally,Dog,Bernese Mountain Dog,"Poodle, Standard",98133
February 10 2019,84026,Tikka Bear,Dog,"Poodle, Miniature","Spaniel, English Cocker",98117
February 10 2019,81202,Blue,Dog,Bernese Mountain Dog,Mix,98133
February 10 2019,S128844,Leonardo,Dog,"Spaniel, Cavalier King Charles",,98112
February 10 2019,S140284,Walter,Dog,"Retriever, Labrador",,98136
February 10 2019,S140283,Fred,Dog,Chinook,,98136
February 10 2019,82521,Dreamer,Dog,"Poodle, Standard",,98119
February 10 2019,S137741,Winston,Dog,Shih Tzu,,98121
February 10 2019,27340,Milo,Dog,"Retriever, Labrador",German Shepherd,98112
February 10 2019,8005446,Kestone,Dog,American White Shepherd,Mix,98144
February 10 2019,S127517,Pascal,Dog,"Poodle, Miniature",Bernese Mountain Dog,98122
February 10 2019,8005448,Harry,Dog,Brittany,Shetland Sheepdog,98112
February 10 2019,76262,Luigi,Dog,"Bulldog, French",,98125
February 10 2019,S135495,Toro,Dog,"Welsh Corgi, Pembroke",Mix,98144
February 10 2019,S139844,Boomer,Dog,"Retriever, Labrador","Poodle, Standard",98199
February 10 2019,8005450,Kermit,Dog,"Terrier, Rat",,98125
February 10 2019,S138627,Chopper,Dog,German Shepherd,,98125
February 10 2019,S151279,Kip,Dog,"Terrier, Jack Russell",Mix,98121
February 10 2019,S128076,Oliver,Dog,"Retriever, Labrador",,98126
February 10 2019,8005456,Pip,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",Mix,98119
February 10 2019,8005457,Tucker,Dog,"Retriever, Golden",,98199
February 10 2019,8005459,Moe,Dog,German Shepherd,"Retriever, Labrador",98102
February 10 2019,8005460,DJ,Dog,"Spaniel, Cavalier King Charles",,98105
February 10 2019,8005462,P'Nut,Dog,Mix,,98125
February 10 2019,8005463,Animal,Dog,Boxer,,98144
February 10 2019,S140770,Berkeley,Dog,"Poodle, Miniature","Retriever, Golden",98118
February 10 2019,S140480,Louie,Dog,"Bulldog, French",,98121
February 11 2019,S148292,Joji,Dog,"Dachshund, Miniature Long Haired",Australian Shepherd,98103
February 11 2019,82647,Sunny,Dog,Shih Tzu,Maltese,98118
February 11 2019,S127527,Ollie,Dog,Samoyed,,98122
February 11 2019,8005470,Bagel,Dog,"Welsh Corgi, Pembroke",,98108
February 11 2019,27101,Rocky,Dog,"Spaniel, American Cocker","Poodle, Miniature",98105
February 11 2019,S127318,Theo,Dog,"Retriever, Labrador",,98125
February 11 2019,84829,Koda,Dog,Siberian Husky,,98126
February 11 2019,S141086,Jake,Dog,"Schnauzer, Miniature",,98105
February 11 2019,8005473,Zeus,Dog,Saint Bernard,Mix,98101
February 11 2019,8005474,Tex,Dog,Australian Cattle Dog,American Blue Heeler,98107
February 11 2019,8005475,Bron,Dog,Siberian Husky,Mix,98104
February 11 2019,S127242,Fritz,Dog,"Schnauzer, Standard",,98117
February 11 2019,S127524,Jasper,Dog,Hound,"Coonhound, Black and Tan",98122
February 11 2019,S134124,Mickey,Dog,"Vizsla, Smooth Haired",,98122
February 11 2019,S118781,Skippy,Dog,"Retriever, Labrador","Poodle, Miniature",98115
February 11 2019,S132522,Dexter,Dog,"Retriever, Labrador",,98103
February 11 2019,81633,Bruno,Dog,"Bulldog, English",,98144
February 11 2019,8005477,Cooper,Dog,"Retriever, Golden",,98117
February 11 2019,S128481,Mickey,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98108
February 11 2019,82772,Toby,Dog,Shiba Inu,,98121
February 11 2019,8005479,Charlie,Dog,Retriever,"Retriever, Golden",98199
February 11 2019,S130405,Sukoshi,Dog,"Australian Shepherd, Miniature",,98133
February 11 2019,S127750,Benny,Dog,"Chihuahua, Short Coat",Mix,98133
February 11 2019,8005483,Cash,Dog,"Australian Shepherd, Miniature",,98118
February 11 2019,81586,Ceba,Dog,"Poodle, Miniature",Lhasa Apso,98144
February 11 2019,S139092,Wally,Dog,Australian Cattle Dog,Mix,98112
February 12 2019,S131849,Charlie,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98117
February 12 2019,S126267,Kronos,Dog,Boxer,"Terrier, American Pit Bull",98118
February 12 2019,S128062,Hemsworth,Dog,"Terrier, American Staffordshire",,98108
February 12 2019,S113616,Doobie,Dog,Siberian Husky,,98118
February 12 2019,8005486,Nanook,Dog,Siberian Husky,,98104
February 12 2019,8005487,Ludo,Dog,Retriever,Mix,98104
February 12 2019,S128260,Evie,Dog,"Retriever, Labrador",,98115
February 12 2019,131996,Sage,Dog,Havanese,,98112
February 12 2019,25306,Chico,Dog,"Retriever, Golden",,98112
February 12 2019,S127566,Cooper,Dog,Greyhound,Shepherd,98116
February 12 2019,22846,Murphy,Dog,"Spaniel, Cavalier King Charles",,98133
February 12 2019,S138817,Indiana,Dog,Treeing Tennessee Brindle,,98144
February 12 2019,8005491,Theo,Dog,Shiba Inu,Mix,98118
February 12 2019,82461,Roscoe,Dog,Australian Shepherd,,98112
February 12 2019,8005493,Bub,Dog,Border Collie,Mix,98102
February 12 2019,S127112,Duke,Dog,Great Pyrenees,"Retriever, Labrador",98103
February 12 2019,S108584,Louie Savage,Dog,Havanese,,98112
February 12 2019,356492,Jazz,Dog,"Terrier, Jack Russell",,
February 12 2019,S119979,Windsor Gault-Haydon,Dog,"Welsh Corgi, Pembroke",,98109
February 12 2019,S127442,Edward,Dog,Border Collie,"Terrier, American Pit Bull",98107
February 12 2019,8005498,Beta,Dog,Border Collie,,98117
February 12 2019,23933,Bob,Dog,"Spaniel, Cavalier King Charles",,98115
February 12 2019,S110364,Wallace Green,Dog,"Welsh Corgi, Pembroke",,98136
February 12 2019,26861,Remy,Dog,"Schnauzer, Miniature","Poodle, Miniature",98112
