License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
April 19 2003,200097,Tinkerdelle,Cat,Domestic Shorthair,,98116
February 07 2006,75432,Pepper,Cat,Manx,Mix,98103
May 21 2014,727943,Ashley,Cat,Domestic Shorthair,,98115
May 08 2015,833836,Lulu,Cat,LaPerm,,98136
May 13 2015,361031,My Boy,Cat,Russian Blue,,98121
July 21 2015,203480,Rocket,Cat,Domestic Shorthair,,98144
September 30 2015,574027,Calypso,Cat,Domestic Shorthair,,98106
November 13 2015,579007,Blue,Cat,American Shorthair,Siamese,98115
November 13 2015,579087,Kashi,Cat,American Shorthair,Mix,98115
November 17 2015,75175,Charlie,Cat,Persian,,98115
November 18 2015,584389,Magic,Cat,LaPerm,,98112
November 23 2015,577634,Solstice,Cat,Maine Coon,Mix,98103
November 24 2015,584443,Smokey,Cat,Domestic Longhair,,98118
November 24 2015,18541,Brat Cat,Cat,Domestic Shorthair,,98108
November 30 2015,905377,Scoots,Cat,Domestic Medium Hair,,98112
November 30 2015,584440,Felix,Cat,LaPerm,,98103
December 01 2015,732857,Loki,Cat,Domestic Shorthair,,98119
December 01 2015,905097,Delilah,Cat,Domestic Shorthair,,98133
December 03 2015,578958,Miss Blackey,Cat,Domestic Medium Hair,,98133
December 03 2015,953657,Herdy,Cat,Domestic Shorthair,,98126
December 04 2015,833751,Rory,Cat,Domestic Shorthair,,
December 06 2015,276770,Milo,Cat,Maine Coon,,98105
December 10 2015,573163,Shadow,Cat,Domestic Shorthair,,98133
December 10 2015,573197,Sasha,Cat,Domestic Shorthair,,98103
December 11 2015,892856,Lexy,Cat,Domestic Shorthair,,98126
December 15 2015,S102883,Rex,Cat,Domestic Shorthair,Mix,98136
December 16 2015,S107860,Molly,Cat,Domestic Shorthair,,98106
December 16 2015,S107861,Tazzie,Cat,Domestic Shorthair,,98106
December 16 2015,896526,Izzy,Cat,Domestic Shorthair,,98125
December 17 2015,347300,Wanjai,Cat,Siamese,,98119
December 17 2015,577738,Alice,Cat,Domestic Medium Hair,,98103
December 18 2015,S107948,Zen,Cat,Domestic Longhair,Mix,98117
December 18 2015,720963,Pepper,Cat,Domestic Shorthair,,98125
December 18 2015,720962,Pierre,Cat,Domestic Shorthair,,98125
December 19 2015,817950,Waldo,Cat,Domestic Longhair,,98103
December 19 2015,825491,Gemma,Cat,American Shorthair,,98125
December 26 2015,571609,Mocha,Cat,Domestic Shorthair,,98103
December 28 2015,584466,Macon,Cat,LaPerm,,98199
December 31 2015,578955,Nugget,Cat,Domestic Shorthair,,98107
January 25 2016,586647,Elvira,Cat,Domestic Shorthair,,98112
February 04 2016,578999,Kitty,Cat,Siberian,,98115
April 14 2016,S100484,Sita,Cat,Domestic Shorthair,,98119
May 11 2016,732839,Mia,Cat,Domestic Longhair,,98118
May 17 2016,S115742,Minuet,Cat,Siberian,,98199
May 24 2016,S116036,Peter,Cat,Domestic Medium Hair,,98112
June 14 2016,S116503,Misty,Cat,Siberian,,98117
June 16 2016,S116742,Frankie Lee Jones,Cat,Domestic Shorthair,,
June 22 2016,832809,,Cat,Domestic Longhair,,98102
June 29 2016,578142,Missy,Cat,Balinese,,98144
July 02 2016,S116996,Alice in Wonderland,Cat,Bombay,Mix,98122
July 14 2016,S117771,Albert,Cat,Domestic Medium Hair,Mix,
July 14 2016,S117772,Elodin,Cat,Domestic Shorthair,Mix,
July 19 2016,S118207,Bramble,Cat,Domestic Longhair,,98125
July 20 2016,S118222,Jasmine,Cat,LaPerm,,98104
July 24 2016,S112149,Seal,Cat,Balinese,,98112
July 24 2016,S112148,Coco,Cat,Balinese,,98112
August 02 2016,576636,Chi,Cat,Siamese,Mix,98125
August 04 2016,S116583,Lucy,Cat,Russian Blue,Mix,98104
August 04 2016,S119301,Lyra,Cat,Mix,,98121
August 22 2016,S103566,Gilligan,Cat,American Shorthair,Oriental Shorthair,98103
August 31 2016,584438,Serena Jenna,Cat,Domestic Shorthair,,98126
August 31 2016,584414,nola briana,Cat,Domestic Medium Hair,,98126
September 09 2016,732667,Moose,Cat,Bengal,,98103
September 19 2016,S119607,Oscar,Cat,Domestic Shorthair,Mix,98125
September 20 2016,569494,Vinnie,Cat,Domestic Shorthair,,98125
September 28 2016,730170,Stanley,Cat,Domestic Shorthair,,98126
September 28 2016,730168,Tobias,Cat,Domestic Medium Hair,,98126
October 04 2016,701697,Sophie,Cat,Domestic Shorthair,,98118
October 06 2016,824935,Aussie,Cat,Domestic Shorthair,,98102
October 13 2016,S101763,Olive,Cat,Maine Coon,Mix,98117
October 17 2016,823371,Maaike,Cat,Domestic Shorthair,,98126
October 17 2016,22066,Pepper,Cat,Domestic Medium Hair,,98122
October 18 2016,S105032,Tulip,Cat,Siamese,Domestic Medium Hair,98119
October 18 2016,892587,Aslan,Cat,Domestic Longhair,,98133
October 18 2016,892588,Talia,Cat,Domestic Longhair,,98133
October 20 2016,891391,Kaiya,Cat,Domestic Shorthair,,98177
October 20 2016,823645,Dot,Cat,Domestic Shorthair,,98109
October 20 2016,823996,Sally,Cat,Domestic Shorthair,,98109
October 21 2016,S108241,Dasher,Cat,Domestic Shorthair,Mix,98119
October 22 2016,15184,Plato,Cat,Siamese,Mix,98109
October 22 2016,15183,Pindar,Cat,Siamese,Mix,98109
October 27 2016,S123218,Glen,Cat,Domestic Longhair,,98122
November 08 2016,824446,Fly,Cat,Domestic Shorthair,,98106
November 08 2016,73859,Minnie,Cat,Domestic Shorthair,,98106
November 09 2016,823348,Ms Mocha,Cat,Domestic Shorthair,,98109
November 14 2016,215382,Chester,Cat,Domestic Shorthair,,98118
November 14 2016,215387,Henri,Cat,Domestic Longhair,,98118
November 15 2016,575961,Sissy,Cat,Domestic Shorthair,,98118
November 15 2016,S101501,Buddy,Cat,Domestic Shorthair,Mix,98118
November 22 2016,S109123,Beatrix,Cat,Domestic Medium Hair,,98028
November 22 2016,S104204,Katharina,Cat,Domestic Longhair,Mix,98103
December 05 2016,720062,Silky,Cat,Domestic Shorthair,,98105
December 09 2016,964393,Talisker,Cat,Siberian,,98103
December 16 2016,S125531,Tesla,Cat,Domestic Shorthair,Mix,98107
December 21 2016,S125533,Clyde,Cat,Domestic Shorthair,Russian Blue,98107
December 27 2016,S100270,Oscar,Cat,Domestic Shorthair,,98144
December 27 2016,S100269,Sabine,Cat,Domestic Shorthair,,98144
December 27 2016,28342,Lena,Cat,Domestic Shorthair,,98107
December 29 2016,896603,Lizzy,Cat,American Shorthair,,98133
January 20 2017,28524,Poopie,Cat,Domestic Shorthair,,98136
January 20 2017,28525,Crazy,Cat,Domestic Shorthair,,98136
January 20 2017,28523,Mister,Cat,Domestic Longhair,,98136
January 23 2017,S125585,Norman Joe,Cat,Domestic Shorthair,Mix,98121
February 01 2017,S126256,Casper,Cat,Domestic Shorthair,,98126
February 07 2017,S127556,Bella,Cat,American Wirehair,,98112
February 08 2017,S112443,Bandytka,Cat,Mix,,98116
February 08 2017,576353,Panthro,Cat,Domestic Shorthair,,98115
February 08 2017,953633,Gibbs,Cat,Domestic Medium Hair,,98115
February 10 2017,77218,Sami,Cat,Siamese,Russian Blue,98101
February 14 2017,905458,Molly,Cat,Domestic Longhair,,98117
February 14 2017,823658,Sweetie,Cat,Domestic Shorthair,,98117
February 15 2017,S127195,Wolverine,Cat,Domestic Shorthair,Mix,98104
February 17 2017,S127753,Tigger,Cat,Domestic Shorthair,Mix,98121
February 17 2017,S127754,Precious,Cat,Domestic Shorthair,Mix,98121
February 28 2017,825096,Snickers,Cat,Domestic Medium Hair,Siamese,98118
March 07 2017,S101621,Pineapple,Cat,Domestic Shorthair,Mix,98105
March 21 2017,S109066,Sheeba,Cat,Domestic Shorthair,Mix,98112
March 24 2017,134722,Skyler,Cat,LaPerm,,98118
March 24 2017,140148,Jasmine,Cat,Domestic Shorthair,,98118
March 27 2017,433884,Yogi,Cat,Himalayan,,98117
March 28 2017,964186,Lucy,Cat,Domestic Shorthair,,98106
April 04 2017,S141851,Pikachu,Cat,Domestic Shorthair,,98119
April 10 2017,S129636,Hoho,Cat,Domestic Medium Hair,,98199
April 10 2017,S129637,Moo,Cat,Domestic Medium Hair,,98199
April 11 2017,579307,Thalia,Cat,Domestic Shorthair,,98115
April 11 2017,133966,Charlie,Cat,Domestic Shorthair,,98102
April 12 2017,S128589,Sassy Cassy,Cat,Domestic Longhair,Mix,98107
April 12 2017,S108414,Sansa,Cat,American Shorthair,,98103
April 13 2017,732743,Bruce Campbell,Cat,Devon Rex,,98178
April 14 2017,203339,Buttermilk,Cat,LaPerm,,98144
April 18 2017,S130093,Hazel Gray,Cat,Domestic Medium Hair,,98103
April 18 2017,S130011,Busby,Cat,Domestic Medium Hair,,98133
April 27 2017,S129570,Clayton,Cat,Himalayan,Mix,98115
April 27 2017,S129572,Whispers,Cat,Siamese,Mix,98115
April 27 2017,S129573,Shaddow,Cat,Tonkinese,Mix,98115
April 27 2017,S129574,Midnight,Cat,Siamese,Domestic Longhair,98115
April 27 2017,S129575,Echo,Cat,Siamese,Mix,98115
April 27 2017,S129569,Zephyra,Cat,Siamese,Mix,98115
May 02 2017,730972,Zoey,Cat,Domestic Shorthair,,98116
May 08 2017,S123560,Crystal,Cat,Siamese,Mix,98119
May 11 2017,S132595,Violet,Cat,American Shorthair,,98115
May 16 2017,953716,Marley,Cat,Domestic Shorthair,,98115
May 16 2017,S131029,Pekoe,Cat,Domestic Longhair,,98115
May 19 2017,S109675,Matt the Cat,Cat,Bombay,Mix,98103
May 20 2017,S129793,Aurora,Cat,Siamese,Ragdoll,98115
May 24 2017,444089,Peanut,Cat,Domestic Medium Hair,,98115
May 26 2017,S130475,Hobie,Cat,Domestic Shorthair,,98117
June 01 2017,570177,Hector,Cat,Domestic Medium Hair,,98103
June 06 2017,203895,Cricket,Cat,Domestic Shorthair,,98107
June 06 2017,208553,Puck,Cat,Domestic Shorthair,,98107
June 10 2017,142312,Frankie,Cat,Domestic Shorthair,,98107
June 12 2017,434627,P Cuddlepants,Cat,Domestic Shorthair,,98117
June 12 2017,578937,Kohl,Cat,Domestic Shorthair,,98199
June 12 2017,578938,Mayre,Cat,Domestic Shorthair,,98199
June 13 2017,435853,Momo,Cat,Siamese,Mix,98116
June 14 2017,952776,Delilah,Cat,Domestic Shorthair,,
June 21 2017,S130383,Baby Cakes,Cat,Domestic Longhair,Mix,98101
June 27 2017,948321,Murphy,Cat,Domestic Longhair,,98177
July 01 2017,S131429,Sarge,Cat,Domestic Shorthair,Mix,98115
July 01 2017,S131431,Cookie,Cat,Domestic Shorthair,Mix,98118
July 01 2017,S131073,Odin,Cat,Domestic Longhair,Mix,
July 01 2017,S131074,Demetrius,Cat,Maine Coon,Mix,
July 01 2017,346697,Charlotte,Cat,LaPerm,,98105
July 01 2017,S131435,Imogen,Cat,Domestic Medium Hair,Mix,98103
July 02 2017,S126376,Shine,Cat,Domestic Longhair,,98115
July 02 2017,S126377,Randle,Cat,Domestic Shorthair,,98115
July 02 2017,S131439,Zeke,Cat,Domestic Shorthair,Mix,98117
July 02 2017,S131441,Recco,Cat,Domestic Shorthair,Mix,98117
July 02 2017,S131442,Connor,Cat,Domestic Shorthair,Mix,98103
July 02 2017,S131445,Emma,Cat,Domestic Shorthair,Mix,98177
July 02 2017,S131446,Winter,Cat,Domestic Shorthair,Mix,98119
July 02 2017,S131448,Panther,Cat,Domestic Shorthair,Mix,98116
July 02 2017,S131449,Chipmunk,Cat,Domestic Shorthair,Mix,98116
July 03 2017,S126379,Mindy,Cat,Domestic Longhair,Mix,98117
July 03 2017,S133102,Kitty,Cat,Domestic Shorthair,,98144
July 05 2017,S131450,Hunter,Cat,Domestic Longhair,Mix,98109
July 05 2017,S131451,Elle,Cat,Domestic Shorthair,Mix,98119
July 05 2017,S131078,Button,Cat,Domestic Shorthair,Mix,98136
July 05 2017,S131079,Bagira,Cat,Domestic Shorthair,Mix,98118
July 05 2017,S131080,Bubble Tea,Cat,Domestic Shorthair,Mix,98103
July 05 2017,S132976,Coalie,Cat,Russian Blue,,98115
July 05 2017,S132971,Elliot,Cat,Siamese,,98102
July 05 2017,S100012,Theo,Cat,Domestic Shorthair,,98101
July 05 2017,353569,Izzy,Cat,Domestic Shorthair,,98118
July 05 2017,S133161,Beebe,Cat,Domestic Shorthair,,98136
July 05 2017,S133162,Riker,Cat,Maine Coon,,98136
July 05 2017,832738,Manny,Cat,Domestic Shorthair,Mix,98108-1408
July 05 2017,S132950,Diego,Cat,Domestic Shorthair,,98177
July 05 2017,430315,Lucy,Cat,Domestic Shorthair,,98115
July 05 2017,S100903,Ken,Cat,Domestic Shorthair,Mix,
July 05 2017,S112826,Ashley,Cat,Domestic Shorthair,Mix,98115
July 05 2017,434499,Guy Noir,Cat,Domestic Shorthair,,98107
July 05 2017,S133075,Benny,Cat,Ragdoll,,98116
July 05 2017,430593,Milo,Cat,Domestic Longhair,,98112
July 05 2017,351207,Timmy,Cat,Domestic Shorthair,,98112
July 05 2017,351208,Tommy,Cat,Domestic Shorthair,,98112
July 05 2017,720978,Muon,Cat,Domestic Shorthair,,98115
July 05 2017,720979,Gibbs,Cat,Domestic Shorthair,,98115
July 05 2017,S100913,Jacques,Cat,Domestic Shorthair,Mix,98118
July 06 2017,S131084,Peanut,Cat,Domestic Longhair,Mix,98122
July 06 2017,S131091,Littlefoot,Cat,Domestic Shorthair,Mix,98177
July 06 2017,S131090,Kirby,Cat,Domestic Medium Hair,Mix,98177
July 06 2017,S131093,Jack,Cat,Domestic Shorthair,Mix,98122
July 06 2017,353586,Piper,Cat,Pixie-Bob,,98177
July 06 2017,S132421,Winnie,Cat,Pixie-Bob,,98177
July 06 2017,428565,Mokie,Cat,Domestic Shorthair,,98133
July 06 2017,732097,Callie,Cat,Russian Blue,Mix,98109
July 06 2017,443826,Cinderella,Cat,Domestic Shorthair,,98121
July 06 2017,433442,Thelma,Cat,Domestic Shorthair,,98105
July 06 2017,434639,Alice,Cat,Domestic Longhair,,98117
July 06 2017,437762,Fritz,Cat,Domestic Shorthair,,98117
July 06 2017,437763,Lizzie,Cat,Domestic Shorthair,,98117
July 06 2017,426404,Muneco,Cat,Domestic Longhair,,98103
July 06 2017,443841,Giovanni,Cat,Domestic Medium Hair,,98125
July 07 2017,430200,Jack,Cat,Domestic Longhair,,
July 07 2017,433003,Frannie,Cat,Domestic Shorthair,,98117
July 07 2017,732473,Junior,Cat,Maine Coon,,98199
July 07 2017,S131098,Johnny,Cat,Domestic Medium Hair,Mix,98119
July 07 2017,S126390,Gnocchi,Cat,Domestic Shorthair,Mix,98115
July 07 2017,S126391,George,Cat,Domestic Medium Hair,Mix,98115
July 07 2017,S126388,Ravioli,Cat,Domestic Shorthair,Mix,98109
July 07 2017,S126389,Shu Mai,Cat,Domestic Shorthair,Mix,98109
July 07 2017,S126387,Daphne,Cat,Domestic Shorthair,Mix,98118
July 07 2017,S132528,Min,Cat,Domestic Longhair,,98105
July 07 2017,S132527,Screech,Cat,Domestic Shorthair,,98105
July 07 2017,S132613,Cody,Cat,Siberian,,98103
July 07 2017,S132614,Theo,Cat,Siberian,,98103
July 07 2017,434636,Pepper,Cat,LaPerm,,98133
July 07 2017,429426,Zoe,Cat,Domestic Shorthair,,98119
July 07 2017,361098,Toothless,Cat,Domestic Shorthair,,98133
July 07 2017,353547,Jane,Cat,Domestic Longhair,,98117
July 08 2017,S126396,Groot,Cat,Domestic Longhair,Mix,
July 08 2017,444984,Puddin',Cat,Domestic Shorthair,,98119
July 08 2017,S131465,Piper,Cat,Domestic Shorthair,Mix,98199
July 08 2017,S126392,Virginia,Cat,Domestic Medium Hair,Mix,98126
July 08 2017,S126393,Donovan,Cat,Domestic Shorthair,Mix,98126
July 09 2017,S131475,Magnus,Cat,Domestic Shorthair,Mix,98105
July 09 2017,S131473,Totoro,Cat,Domestic Shorthair,,98146
July 09 2017,433567,Sheba,Cat,Domestic Shorthair,,98122
July 10 2017,731515,Biscuit,Cat,Domestic Shorthair,,98117
July 10 2017,433410,Himhe,Cat,Domestic Shorthair,,98112
July 10 2017,427602,Isolde,Cat,Domestic Shorthair,,98103
July 10 2017,434731,Peaches,Cat,Domestic Shorthair,,98144
July 10 2017,434732,Rooney,Cat,Domestic Shorthair,,98144
July 10 2017,S132572,Walter,Cat,Domestic Shorthair,,98117
July 11 2017,434495,Trouble,Cat,Domestic Longhair,,98136
July 11 2017,S133552,Jerry,Cat,Bengal,Mix,98112
July 11 2017,S133553,Pico,Cat,Bengal,Mix,98112
July 11 2017,S102076,Laverne,Cat,American Shorthair,,98125
July 11 2017,353503,Pitah,Cat,Bengal,Snowshoe,98118
July 11 2017,430997,Lucy,Cat,Manx,,98119
July 11 2017,905825,Leroy,Cat,Domestic Medium Hair,,98103
July 11 2017,905826,Lulu,Cat,Domestic Medium Hair,,98103
July 11 2017,429534,Kitten,Cat,Domestic Shorthair,,98117
July 11 2017,353575,Barry,Cat,Domestic Longhair,,98115
July 11 2017,353512,Calvin,Cat,Ragdoll,,98199
July 11 2017,353513,Hobbes,Cat,Ragdoll,,98199
July 11 2017,430448,Zucca,Cat,Domestic Medium Hair,,98122
July 11 2017,433544,Han Solo,Cat,Domestic Shorthair,,98105
July 11 2017,S132526,Yodi,Cat,American Shorthair,,98105
July 11 2017,S132547,Savannah Polly Anna,Cat,Domestic Shorthair,,98105
July 12 2017,S131481,Little Kitty,Cat,Domestic Shorthair,Mix,98144
July 12 2017,S111387,Lisa Marie,Cat,Domestic Shorthair,,98117
July 12 2017,S111388,Bart,Cat,Domestic Shorthair,,98117
July 12 2017,S131484,Jake,Cat,Domestic Medium Hair,Mix,98101
July 12 2017,S131300,Tigalou,Cat,Maine Coon,Mix,98125
July 12 2017,353517,Mrrauer,Cat,Domestic Shorthair,,98126
July 12 2017,S112711,Sausage,Cat,Domestic Shorthair,Mix,98105
July 12 2017,S132457,Peyton,Cat,Domestic Shorthair,,
July 12 2017,429290,Murphy,Cat,Domestic Shorthair,,98117
July 12 2017,832754,Junior,Cat,Domestic Medium Hair,Mix,
July 12 2017,733470,Storm,Cat,Siamese,,98107
July 13 2017,S112792,Thea,Cat,Domestic Longhair,Mix,98116
July 13 2017,731530,Diva,Cat,Birman,,98103
July 13 2017,422879,Willoughby,Cat,Domestic Medium Hair,,98136
July 13 2017,434782,Harrison,Cat,Domestic Shorthair,,98133
July 13 2017,428734,Java,Cat,Domestic Shorthair,,98119
July 13 2017,443833,Tibby,Cat,Domestic Shorthair,,98103
July 13 2017,353568,Milly,Cat,Domestic Shorthair,,98115
July 13 2017,S131914,Frankie,Cat,Domestic Shorthair,,98103
July 13 2017,894971,Hali,Cat,Domestic Shorthair,,98103
July 14 2017,S131490,Sirus,Cat,Domestic Shorthair,Mix,
July 14 2017,430178,Liberty,Cat,LaPerm,,98117
July 14 2017,434106,Deigo,Cat,Pixie-Bob,,98109
July 14 2017,S131491,Owen,Cat,Siamese,Mix,98117
July 14 2017,S131492,Gabe,Cat,Domestic Shorthair,Mix,98117
July 14 2017,434637,Nibs,Cat,Domestic Shorthair,,98136
July 14 2017,S131493,Serena,Cat,Domestic Shorthair,,
July 14 2017,S102121,Peek-a-boo,Cat,Domestic Shorthair,Siamese,98116
July 14 2017,S102122,Sweetie,Cat,Domestic Shorthair,,98116
July 14 2017,433338,Shuksan,Cat,Domestic Shorthair,,98122
July 14 2017,584361,Chiquinha,Cat,Domestic Shorthair,,98125
July 14 2017,584301,Frajola,Cat,Domestic Shorthair,,98125
July 15 2017,S132828,Mitzie,Cat,Domestic Shorthair,,98121
July 15 2017,427891,,Cat,Domestic Shorthair,,98103
July 15 2017,S131268,Gobi,Cat,Domestic Shorthair,Mix,98133
July 15 2017,434767,Jazl,Cat,Snowshoe,Himalayan,98108
July 16 2017,S126405,Harry,Cat,Siamese,Mix,98125
July 16 2017,427678,Bubby,Cat,Domestic Medium Hair,,98103
July 16 2017,S131496,Baby,Cat,Domestic Medium Hair,Mix,98199
July 16 2017,S131500,Gonzo,Cat,Domestic Shorthair,Mix,98118
July 16 2017,S132617,Avalon,Cat,Domestic Medium Hair,Mix,98133
July 16 2017,S132616,Pocket (Maureen),Cat,Domestic Medium Hair,Mix,98133
July 16 2017,S132618,Wednesday,Cat,Domestic Shorthair,Mix,98103
July 16 2017,S132619,Scotty,Cat,Domestic Shorthair,Mix,98117
July 17 2017,S128815,Ruby,Cat,LaPerm,,98126
July 17 2017,429434,Puki,Cat,Domestic Shorthair,,98102
July 17 2017,S132801,Anubis,Cat,Domestic Shorthair,,98103
July 17 2017,S102350,Alley Cat,Cat,Domestic Longhair,,98117
July 17 2017,A100243,Action Jackson,Cat,Domestic Medium Hair,,98125
July 17 2017,353520,Maggie,Cat,Domestic Shorthair,,98125
July 18 2017,S132620,Shiro,Cat,Domestic Longhair,Mix,98107
July 18 2017,S132789,Tito,Cat,Domestic Shorthair,,98115
July 18 2017,S132787,Turbo,Cat,Domestic Medium Hair,,98106
July 18 2017,S132716,Midnight Coffee,Cat,Domestic Longhair,,98119
July 18 2017,445225,Totoro,Cat,American Shorthair,,98122
July 18 2017,433953,Auggie,Cat,Domestic Longhair,,98125
July 18 2017,433937,Faye,Cat,Domestic Shorthair,,98125
July 18 2017,S132794,Cubby,Cat,Domestic Shorthair,,98118
July 18 2017,S132795,Eggs,Cat,Domestic Shorthair,,98118
July 18 2017,S132728,Phyllis,Cat,Domestic Shorthair,Mix,98103
July 18 2017,434492,Violet,Cat,Domestic Shorthair,Mix,98116
July 18 2017,S142812,Nani,Goat,Miniature,,98112
July 19 2017,438683,Talley,Cat,Domestic Shorthair,,98115
July 19 2017,438684,Annabelle,Cat,Domestic Shorthair,,98115
July 19 2017,444318,Gizmo,Cat,Domestic Shorthair,,98103
July 19 2017,353515,C80,Cat,LaPerm,,98103
July 19 2017,433568,,Cat,Domestic Medium Hair,,98117
July 20 2017,361093,Smoky,Cat,Domestic Shorthair,,98103
July 20 2017,S132811,Zebo,Cat,American Shorthair,,98178
July 21 2017,823898,Francis,Cat,Domestic Shorthair,,98126
July 21 2017,S131594,Jo,Cat,Domestic Medium Hair,,98115
July 21 2017,S131595,Charlie,Cat,Domestic Shorthair,,98115
July 21 2017,823897,Anya,Cat,Domestic Shorthair,,98126
July 21 2017,943399,Biscuit,Cat,Domestic Longhair,,98177
July 21 2017,428593,Poppy,Cat,Siamese,Mix,98103
July 21 2017,436560,Darla,Cat,Domestic Shorthair,,98177
July 21 2017,S132814,Squid,Cat,Domestic Shorthair,,98101
July 21 2017,S132818,Idina,Cat,Domestic Longhair,,
July 22 2017,430132,Fire,Cat,Domestic Shorthair,,98103
July 22 2017,S131962,Sam,Cat,Domestic Longhair,Mix,98199
July 22 2017,S131963,Louie,Cat,Domestic Longhair,Mix,98199
July 22 2017,S132634,,Cat,Domestic Shorthair,Mix,98155
July 22 2017,S132635,,Cat,Domestic Shorthair,Mix,98155
July 22 2017,S131965,Leo,Cat,Domestic Medium Hair,Mix,
July 23 2017,S131966,Chewey,Cat,Domestic Medium Hair,Mix,98115
July 23 2017,S131968,Harley,Cat,Domestic Shorthair,Mix,98133
July 23 2017,S126425,Ozzie,Cat,Domestic Longhair,Mix,98103
July 24 2017,210616,Daisy,Cat,Domestic Shorthair,Mix,98117
July 24 2017,S133389,Quinn,Cat,Domestic Shorthair,,98119
July 24 2017,433626,Jackie,Cat,Domestic Shorthair,,98118
July 24 2017,344475,Marlowe,Cat,Domestic Shorthair,,98144
July 24 2017,S133339,Trinity,Cat,Domestic Shorthair,,98115
July 24 2017,584572,Iris,Cat,Domestic Shorthair,,98106
July 24 2017,S133391,Dash,Cat,Domestic Longhair,,98122
July 24 2017,S133392,Lily,Cat,Domestic Shorthair,,98122
July 24 2017,S102356,Howard,Cat,American Shorthair,,98103
July 25 2017,434682,Maisy,Cat,Domestic Shorthair,,
July 25 2017,S132640,Dantless,Cat,Domestic Shorthair,Mix,98125
July 25 2017,S132641,Tink,Cat,Domestic Longhair,Mix,98122
July 25 2017,S126426,Humperdinnk,Cat,Domestic Shorthair,Mix,98103
July 25 2017,S126427,Montoya,Cat,Domestic Shorthair,Mix,98103
July 25 2017,434867,Cookie,Cat,Domestic Medium Hair,,
July 25 2017,429470,Racer,Cat,Manx,Domestic Shorthair,
July 25 2017,S133346,Ashley,Cat,Domestic Medium Hair,Mix,98125
July 25 2017,434899,Percy,Cat,Siberian,,98144
July 25 2017,S133308,Bare,Cat,Domestic Shorthair,Colourpoint Shorthair,98119
July 25 2017,S103303,Luna,Cat,Domestic Shorthair,,98133
July 25 2017,832752,Binx,Cat,Domestic Shorthair,Mix,98115
July 25 2017,434262,Scooter,Cat,Domestic Medium Hair,,98199
July 25 2017,905834,Alexandra,Cat,Domestic Shorthair,,98107
July 25 2017,S133417,Alicia Keys,Cat,Domestic Medium Hair,,98133
July 25 2017,832755,Itsy,Cat,Domestic Shorthair,Mix,98107
July 26 2017,731355,Oliver,Cat,LaPerm,,98121
July 26 2017,S132642,Friday,Cat,Domestic Shorthair,Mix,98103
July 26 2017,422987,Sissy,Cat,LaPerm,,98106
July 26 2017,433552,Mochi,Cat,Domestic Shorthair,,98122
July 27 2017,21415,Taffy,Cat,Domestic Medium Hair,,98133
July 27 2017,S131978,Thursday,Cat,Domestic Shorthair,Mix,
July 27 2017,S131979,Mystique,Cat,Domestic Medium Hair,Mix,98102
July 27 2017,434666,Ginger O' Snap,Cat,Domestic Shorthair,,98112
July 27 2017,353538,Kemily,Cat,Domestic Shorthair,,98116
July 27 2017,S104595,Kitty,Cat,American Shorthair,,98144
July 27 2017,731354,Ellada,Cat,Tonkinese,,98126
July 27 2017,S133562,Gnocchi,Cat,American Shorthair,Toyger,98117
July 28 2017,S126434,Andre the Giant,Cat,Domestic Shorthair,Mix,98103
July 28 2017,430167,Lucy,Cat,Domestic Shorthair,,98126
July 28 2017,832779,Felix,Cat,Domestic Longhair,Mix,98122
July 28 2017,S131984,Captain,Cat,Domestic Medium Hair,Mix,98101
July 28 2017,353528,Ryder,Cat,Domestic Medium Hair,,98106
July 28 2017,S133513,Bazil,Cat,Domestic Shorthair,,98104
July 28 2017,S133514,Colette,Cat,Domestic Shorthair,,98104
July 28 2017,433533,jasper crooknuzzler,Cat,Russian Blue,,98175
July 28 2017,S133507,Merry,Cat,American Shorthair,American Shorthair,98104
July 28 2017,S133508,Pippin,Cat,American Shorthair,,98104
July 29 2017,S126435,Hulk Hogan,Cat,Domestic Shorthair,Mix,98105
July 29 2017,S126436,Norman Wigglebottom,Cat,Domestic Shorthair,Mix,98118
July 29 2017,S131985,Ben Meowflek,Cat,Domestic Shorthair,Mix,98101
July 29 2017,S132653,Louisette,Cat,Domestic Shorthair,Mix,98103
July 31 2017,832780,Scarlett,Cat,Domestic Longhair,Mix,98122
July 31 2017,S132381,Rory,Cat,American Shorthair,,98105
August 01 2017,S101901,Krebs,Cat,Domestic Shorthair,Mix,98117
August 01 2017,S101902,Pia,Cat,Domestic Medium Hair,Mix,98117
August 01 2017,S100377,George,Cat,Domestic Shorthair,Mix,98103
August 01 2017,434326,Purcy,Cat,Domestic Shorthair,,98112
August 01 2017,434327,Scout,Cat,Domestic Shorthair,,98112
August 01 2017,S133806,,Cat,Domestic Shorthair,,98118
August 01 2017,443893,Sinclair Lewis,Cat,Domestic Longhair,Mix,
August 01 2017,S133912,Rocky (Gus),Cat,Siamese,,98126
August 01 2017,434829,Jaz,Cat,Domestic Shorthair,,98125
August 01 2017,832950,Buddy Guy,Cat,Domestic Medium Hair,,98136
August 01 2017,825012,Ricky,Cat,Norwegian Forest,,98136
August 01 2017,S133824,Diva,Cat,Domestic Longhair,,98125
August 01 2017,433670,Marco,Cat,Domestic Shorthair,,98102
